AnioPresupuesto,CodigoIndicador,NombreIndicador,DescripcionIndicador,IndicadorFrecuencia,AñoBasePresupuesto,Avance,Meta,UnidadMedidaTotal,MetodoCalculo,DescripcionPoblacion,CodigoNivelEntidad,NombreEntidad,IdNegocioProyecto,NombreProyectoActividad,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,506,INCREMENTO PORCENTUAL D ELA MATRICULA DE PRE JARDIN Y JARDIN DE INFANTES,MIDE EL AUMENTO INTERANUAL DE LA MATRICULA DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,9663,89415,PERSONAS,(NUMETO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)-(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)/(NUMERO TOTAL D EMATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGL.,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,506,INCREMENTO PORCENTUAL D ELA MATRICULA DE PRE JARDIN Y JARDIN DE INFANTES,MIDE EL AUMENTO INTERANUAL DE LA MATRICULA DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,9663,89415,PERSONAS,(NUMETO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)-(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)/(NUMERO TOTAL D EMATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGL.,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,518,"PORCENTAJE DE ALUMNOS DEL PREJARDIN, JARDIN DE INSTITUCIONES EDUCATIVAS DE GESTION OFICIAL Y  PRIVADA SUBVENCIONADA (QUE ATIENDEN A LA POBLACION EN SITUACION DE VULNERABILIDAD DE LA CAPITAL) QUE RECIBEN MERIENDA ESCOLAR                       ",MIDE EL PORCENTAJE DE ALUMNOS DEL PREJARDIN Y JARDIN DE INSTITUCIONES EDUCATIVAS DE GESTION OFICIAL Y  PRIVADA SUBVENCIONADA FOCALIZADAS DE LA CAPITAL) QUE RECIBEN MERIENDA ESCOLAR.                                                        ,ANUAL,2019,3650,3650,PERSONAS,(NUMERO DE ESTUDIANTES DE PREJARDIN Y JARDIN MATRICULADOS EN  INSTITUCIONES EDUCATIVAS DE GESTION OFICIAL Y  PRIVADA SUBVENCIONADA FOCALIZADAS DE LA CAPITAL  QUE RECIBEN MERIENDA ESCOLAR EN EL A?O T) / (NUMERO TOTAL DE ESTUDIANTES MATRICULADOS EN EL PREJARDIN Y JARDIN DE INSTITUCIONES EDUCATIVAS DE GESTION OFICIAL Y PRIVADA SUBVENCIONADA FOCALIZADAS DE LA CAPITAL EN EL A?O T) *100,ESTIMACION DE POBLACION DE 3 Y 4 A?OS DE EDAD DE CAPITAL,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,506,INCREMENTO PORCENTUAL D ELA MATRICULA DE PRE JARDIN Y JARDIN DE INFANTES,MIDE EL AUMENTO INTERANUAL DE LA MATRICULA DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,9663,89415,PERSONAS,(NUMETO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)-(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)/(NUMERO TOTAL D EMATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGL.,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,506,INCREMENTO PORCENTUAL D ELA MATRICULA DE PRE JARDIN Y JARDIN DE INFANTES,MIDE EL AUMENTO INTERANUAL DE LA MATRICULA DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,9663,89415,PERSONAS,(NUMETO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)-(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)/(NUMERO TOTAL D EMATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGL.,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,506,INCREMENTO PORCENTUAL D ELA MATRICULA DE PRE JARDIN Y JARDIN DE INFANTES,MIDE EL AUMENTO INTERANUAL DE LA MATRICULA DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,9663,89415,PERSONAS,(NUMETO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)-(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)/(NUMERO TOTAL D EMATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGL.,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,506,INCREMENTO PORCENTUAL D ELA MATRICULA DE PRE JARDIN Y JARDIN DE INFANTES,MIDE EL AUMENTO INTERANUAL DE LA MATRICULA DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,9663,89415,PERSONAS,(NUMETO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)-(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)/(NUMERO TOTAL D EMATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGL.,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,506,INCREMENTO PORCENTUAL D ELA MATRICULA DE PRE JARDIN Y JARDIN DE INFANTES,MIDE EL AUMENTO INTERANUAL DE LA MATRICULA DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,9663,89415,PERSONAS,(NUMETO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)-(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)/(NUMERO TOTAL D EMATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T-1)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGL.,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2020,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
2021,505,TASA BRUTA DE ESCOLARIZACION DE PRE JARDIN Y JARDIN  DE INFANTES,MIDE LA CAPACIDAD QUE TIENE EL SISTEMA EDUCATIVO NACIONAL PARA MATRICULAR A LA POBLACION EN EDAD DE PREJARDIN Y JARDIN DE INFANTES,ANUAL,2019,99078,281041,PERSONAS,(NUMERO TOTAL DE MATRICULADOS DE PRE JARDIN Y JARDIN DE INFANTES EN EL A?O T)/(POBLACION DE 3 Y 4 A?OS DE EDAD EN EL A?O T)*100,NI?OS DE 3 Y 4 A?OS CON LA EDAD REGLAMENTARIA,7-Dec,Ministerio de Educación y Ciencias,12-7-2-1-4,ENTREGA DE CANASTA BÁSICA DE ÚTILES Y ALIMENTACIÓN ESCOLAR,
